INDNO,DlyCalDt,DlyTotRet,DlyTotInd,DlyIncRet,DlyUsdCnt,DlyTotVal
1000500,1995-09-26,-0.000361,1219.77,0.000000,500,4231651459
1000500,1995-09-27,-0.000340,1219.36,0.000494,500,4228122907
1000500,1995-09-28,0.008287,1229.46,0.000023,500,4263066412
1000500,1995-09-29,-0.002269,1226.67,0.000000,500,4253839440
1000500,1995-10-02,-0.004910,1220.65,0.000026,500,4232843853
1000500,1995-10-03,0.001205,1222.12,0.000041,500,4237708980
1000500,1995-10-04,-0.001192,1220.66,0.000160,500,4231979548
1000500,1995-10-05,0.002366,1223.55,0.000354,500,4240493260
1000500,1995-10-06,-0.000395,1223.07,0.000098,500,4238404210
1000500,1995-10-09,-0.007191,1214.27,0.000000,500,4207925428
1000500,1995-10-10,-0.001199,1212.82,0.000000,500,4202881306
1000500,1995-10-11,0.003431,1216.98,0.000142,500,4216702835
1000500,1995-10-12,0.006671,1225.10,0.000032,500,4244697056
1000500,1995-10-13,0.002381,1228.01,0.000003,500,4254789930
1000500,1995-10-16,-0.002227,1225.28,0.000000,500,4245315674
1000500,1995-10-17,0.006021,1232.65,0.000000,500,4270875485
1000500,1995-10-18,0.001595,1234.62,0.000178,500,4276926266
1000500,1995-10-19,0.005364,1241.24,0.000022,500,4299776675
1000500,1995-10-20,-0.005654,1234.23,0.000009,500,4275425575
1000500,1995-10-23,-0.003626,1229.75,0.000016,500,4265932100
1000500,1995-10-24,0.002318,1232.60,0.000000,500,4275818906
1000500,1995-10-25,-0.007226,1223.69,0.000064,500,4244647003
1000500,1995-10-26,-0.009235,1212.39,0.000048,500,4205240990
1000500,1995-10-27,0.005189,1218.68,0.000107,500,4233217634
1000500,1995-10-30,0.006106,1226.12,0.000122,500,4258546586
1000500,1995-10-31,-0.003083,1222.34,0.000006,500,4245197645
1000500,1995-11-01,0.005007,1228.47,0.000176,500,4265382043
1000500,1995-11-02,0.009584,1240.24,0.000249,500,4305191607
1000500,1995-11-03,0.001847,1242.53,0.000063,499,4321708382
1000500,1995-11-06,-0.003592,1238.07,0.000088,500,4305802684
1000500,1995-11-07,-0.003488,1233.75,0.000045,500,4290589412
1000500,1995-11-08,0.009023,1244.88,0.000231,500,4328314029
1000500,1995-11-09,0.003400,1249.11,0.000302,500,4341723208
1000500,1995-11-10,-0.001302,1247.49,0.000050,500,4335856222
1000500,1995-11-13,-0.000560,1246.79,0.000182,500,4332639331
1000500,1995-11-14,-0.005195,1240.31,0.000116,500,4309631847
1000500,1995-11-15,0.008324,1250.64,0.000268,500,4344348215
1000500,1995-11-16,0.005610,1257.65,0.000076,500,4368387246
1000500,1995-11-17,0.004172,1262.90,0.000009,500,4386570499
1000500,1995-11-20,-0.004816,1256.82,0.000153,500,4364773463
1000500,1995-11-21,0.005562,1263.81,0.000126,500,4388499493
1000500,1995-11-22,-0.002768,1260.31,0.000017,500,4376277053
1000500,1995-11-24,0.002765,1263.79,0.000034,500,4388230546
1000500,1995-11-27,0.002005,1266.33,0.000003,500,4395798450
1000500,1995-11-28,0.008476,1277.06,0.000124,500,4432512157
1000500,1995-11-29,0.002591,1280.37,0.000458,500,4441950245
1000500,1995-11-30,-0.003287,1276.16,0.000009,500,4434004940
1000500,1995-12-01,0.002524,1279.38,0.000017,500,4454258473
1000500,1995-12-04,0.011035,1293.50,0.000063,500,4503130017
1000500,1995-12-05,0.006254,1301.59,0.000088,500,4530896425
1000500,1995-12-06,0.004476,1307.41,0.000244,500,4550067429
1000500,1995-12-07,-0.006415,1299.03,0.000042,500,4520688783
1000500,1995-12-08,0.001977,1301.60,0.000007,500,4529594627
1000500,1995-12-11,0.003377,1305.99,0.000034,500,4544741140
1000500,1995-12-12,-0.001178,1304.45,0.000005,500,4539363629
1000500,1995-12-13,0.004828,1310.75,0.000438,500,4555458164
1000500,1995-12-14,-0.007467,1300.96,0.000073,500,4521112920
1000500,1995-12-15,-0.001469,1299.05,0.000008,500,4514435916
1000500,1995-12-18,-0.015174,1279.34,0.000090,500,4445527220
1000500,1995-12-19,0.008768,1290.56,0.000001,500,4484500933
1000500,1995-12-20,-0.009564,1278.22,0.000046,500,4440476669
1000500,1995-12-21,0.006972,1287.13,0.000039,500,4471265040
1000500,1995-12-22,0.002928,1290.90,0.000009,500,4484316509
1000500,1995-12-26,0.003377,1295.26,0.000008,500,4499423081
1000500,1995-12-27,0.000999,1296.55,0.000543,500,4503265280
1000500,1995-12-28,-0.000613,1295.75,0.000031,500,4509992219
1000500,1995-12-29,0.002431,1298.90,0.000028,500,4520478247
1000500,1996-01-02,0.008380,1309.79,0.000002,500,4559866008
1000500,1996-01-03,0.000983,1311.08,0.000185,500,4563504434
1000500,1996-01-04,-0.005748,1303.54,0.000012,500,4537219239
1000500,1996-01-05,-0.001653,1301.38,0.000001,500,4529714570
1000500,1996-01-08,0.003135,1305.46,0.000293,500,4542586332
1000500,1996-01-09,-0.015715,1284.95,0.000094,500,4470770181
1000500,1996-01-10,-0.016617,1263.60,0.000083,500,4396049404
1000500,1996-01-11,0.007216,1272.71,0.000036,500,4433588171
1000500,1996-01-12,-0.001274,1271.09,0.000002,500,4427930186
1000500,1996-01-15,-0.003527,1266.61,0.000000,500,4412313868
1000500,1996-01-16,0.014193,1284.59,0.000061,500,4474666327
1000500,1996-01-17,-0.003150,1280.54,0.000092,500,4460157183
1000500,1996-01-18,0.003639,1285.20,0.000095,500,4475964343
1000500,1996-01-19,0.005399,1292.14,0.000003,500,4500116602
1000500,1996-01-22,0.002791,1295.74,0.000000,500,4514485969
1000500,1996-01-23,-0.000548,1295.03,0.000015,500,4511945322
1000500,1996-01-24,0.011390,1309.78,0.000041,500,4562910237
1000500,1996-01-25,-0.004476,1303.92,0.000004,500,4542467845
1000500,1996-01-26,0.007331,1313.48,0.000000,500,4575745539
1000500,1996-01-29,0.004334,1319.17,0.000219,500,4594573781
1000500,1996-01-30,0.009718,1331.99,0.000031,500,4642399556
1000500,1996-01-31,0.009294,1344.37,0.000172,500,4690897411
1000500,1996-02-01,0.004192,1350.01,0.000192,500,4709658751
1000500,1996-02-02,-0.004183,1344.36,0.000059,500,4689681783
1000500,1996-02-05,0.008804,1356.20,0.000073,500,4730629548
1000500,1996-02-06,0.007666,1366.59,0.000026,500,4766773972
1000500,1996-02-07,0.005973,1374.76,0.000169,500,4794437780
1000500,1996-02-08,0.009368,1387.64,0.000224,500,4838278267
1000500,1996-02-09,0.000511,1388.35,0.000058,500,4840471302
1000500,1996-02-12,0.007644,1398.96,0.000060,500,4866347222
1000500,1996-02-13,-0.000878,1397.73,0.000269,500,4860763479
1000500,1996-02-14,-0.007436,1387.34,0.000129,500,4823994842
1000500,1996-02-15,-0.005692,1379.44,0.000185,500,4795637542
1000500,1996-02-16,-0.004957,1372.60,0.000130,500,4771245805
1000500,1996-02-20,-0.011223,1357.20,0.000016,500,4717623602
1000500,1996-02-21,0.011512,1372.82,0.000179,500,4771088213
1000500,1996-02-22,0.016430,1395.38,0.000041,500,4849279513
1000500,1996-02-23,0.000498,1396.07,0.000025,500,4851571206
1000500,1996-02-26,-0.012957,1377.98,0.000013,500,4788647058
1000500,1996-02-27,-0.004778,1371.40,0.000107,500,4765253020
1000500,1996-02-28,-0.003914,1366.03,0.000309,500,4745129538
1000500,1996-02-29,-0.006285,1357.44,0.000083,500,4734938922
1000500,1996-03-01,0.005454,1364.85,0.000022,500,4760658412
1000500,1996-03-04,0.010476,1379.15,0.000171,500,4809717280
1000500,1996-03-05,0.008001,1390.18,0.000101,500,4847715746
1000500,1996-03-06,-0.005618,1382.37,0.000299,500,4819030523
1000500,1996-03-07,0.002588,1385.95,0.000070,500,4831166257
1000500,1996-03-08,-0.030382,1343.84,0.000001,500,4687276946
1000500,1996-03-11,0.010068,1357.37,0.000048,500,4734239925
1000500,1996-03-12,-0.004777,1350.88,0.000007,500,4711588864
1000500,1996-03-13,0.003270,1355.30,0.000470,500,4726811200
1000500,1996-03-14,0.003638,1360.23,0.000015,500,4743934233
1000500,1996-03-15,0.001101,1361.73,0.000035,500,4748993209
1000500,1996-03-18,0.017223,1385.18,0.000048,500,4830555920
1000500,1996-03-19,-0.001361,1383.30,0.000024,500,4823864986
1000500,1996-03-20,-0.002742,1379.50,0.000011,500,4810580760
1000500,1996-03-21,-0.001200,1377.85,0.000061,500,4804514621
1000500,1996-03-22,0.002299,1381.02,0.000003,500,4815547264
1000500,1996-03-25,-0.000950,1379.71,0.000000,500,4810972870
1000500,1996-03-26,0.004421,1385.81,0.000000,500,4832243667
1000500,1996-03-27,-0.006006,1377.48,0.000309,500,4801419720
1000500,1996-03-28,0.000111,1377.64,0.000017,500,4806101855
1000500,1996-03-29,-0.005377,1370.23,0.000000,500,4780433964
1000500,1996-04-01,0.012819,1387.79,0.000009,500,4840993979
1000500,1996-04-02,0.002339,1391.04,0.000212,500,4851291773
1000500,1996-04-03,0.001097,1392.56,0.000017,500,4856523622
1000500,1996-04-04,-0.000145,1392.36,0.000076,500,4855450864
1000500,1996-04-08,-0.017263,1368.33,0.000355,500,4769906524
1000500,1996-04-09,-0.003528,1363.50,0.000018,500,4756400028
1000500,1996-04-10,-0.013601,1344.95,0.000034,500,4691543823
1000500,1996-04-11,-0.003723,1339.95,0.000095,500,4673631550
1000500,1996-04-12,0.009004,1352.01,0.000000,500,4715712266
1000500,1996-04-15,0.008930,1364.08,0.000000,500,4757823454
1000500,1996-04-16,0.004121,1369.70,0.000000,500,4777428808
1000500,1996-04-17,-0.005103,1362.72,0.000135,500,4752406031
1000500,1996-04-18,0.003631,1367.66,0.000037,500,4769488599
1000500,1996-04-19,0.001873,1370.22,0.000000,500,4778419544
1000500,1996-04-22,0.004792,1376.79,0.000000,500,4801317268
1000500,1996-04-23,0.005456,1384.30,0.000014,500,4824490271
1000500,1996-04-24,-0.002038,1381.48,0.000037,500,4814479804
1000500,1996-04-25,0.004416,1387.58,0.000007,500,4835704330
1000500,1996-04-26,0.000985,1388.95,0.000119,500,4840583871
1000500,1996-04-29,0.000950,1390.27,0.000033,500,4857372418
1000500,1996-04-30,0.000273,1390.65,0.000085,500,4856102557
1000500,1996-05-01,0.000982,1392.01,0.000137,500,4860207685
1000500,1996-05-02,-0.017008,1368.34,0.000160,500,4776768806
1000500,1996-05-03,-0.002685,1364.66,0.000044,500,4766448623
1000500,1996-05-06,-0.001487,1362.64,0.000088,500,4758938930
1000500,1996-05-07,-0.003897,1357.33,0.000027,500,4740265201
1000500,1996-05-08,0.010367,1371.40,0.000270,500,4788128990
1000500,1996-05-09,0.001136,1372.95,0.000277,500,4791094755
1000500,1996-05-10,0.010638,1387.56,0.000106,500,4841566981
1000500,1996-05-13,0.014321,1407.43,0.000187,500,4909998777
1000500,1996-05-14,0.006463,1416.53,0.000183,500,4940831664
1000500,1996-05-15,-0.000340,1416.05,0.000151,500,4938405644
1000500,1996-05-16,-0.000451,1415.41,0.000109,500,4935638330
1000500,1996-05-17,0.006140,1424.10,0.000200,500,4964955157
1000500,1996-05-20,0.006501,1433.36,0.000098,500,4996747994
1000500,1996-05-21,-0.000476,1432.67,0.000010,500,4994319310
1000500,1996-05-22,0.008314,1444.58,0.000140,500,5035140287
1000500,1996-05-23,-0.003141,1440.05,0.000025,500,5019199017
1000500,1996-05-24,0.003537,1445.14,0.000015,500,5036876333
1000500,1996-05-28,-0.008858,1432.34,0.000006,500,4992228703
1000500,1996-05-29,-0.006479,1423.06,0.000254,500,4958614721
1000500,1996-05-30,0.005907,1431.47,0.000172,500,4987055457
1000500,1996-05-31,-0.003856,1425.95,0.000054,500,4969866371
1000500,1996-06-03,-0.002242,1422.75,0.000009,500,4958677320
1000500,1996-06-04,0.007435,1433.33,0.000049,500,4995302456
1000500,1996-06-05,0.009007,1446.24,0.000276,500,5038915584
1000500,1996-06-06,-0.007490,1435.41,0.000177,500,5000281536
1000500,1996-06-07,0.000042,1435.47,0.000014,500,5000420653
1000500,1996-06-10,-0.001820,1432.85,0.000046,500,4991087846
1000500,1996-06-11,-0.001509,1430.69,0.000001,500,4983548968
1000500,1996-06-12,-0.002145,1427.62,0.000451,500,4970611852
1000500,1996-06-13,-0.001359,1425.68,0.000064,500,4963536113
1000500,1996-06-14,-0.003517,1420.67,0.000009,500,4946032726
1000500,1996-06-17,-0.001026,1419.21,0.000041,500,4940757443
1000500,1996-06-18,-0.005094,1411.98,0.000015,500,4915516307
1000500,1996-06-19,0.000308,1412.42,0.000011,500,4916976494
1000500,1996-06-20,0.000212,1412.72,0.000039,500,4917825873
1000500,1996-06-21,0.007014,1422.62,0.000024,500,4952203647
1000500,1996-06-24,0.003485,1427.58,0.000000,500,4969462049
1000500,1996-06-25,-0.000964,1426.21,0.000008,500,4964632985
1000500,1996-06-26,-0.005797,1417.94,0.000313,500,4934301136
1000500,1996-06-27,0.006341,1426.93,0.000014,500,4965521513
1000500,1996-06-28,0.003439,1431.84,0.000000,500,4987787353
1000500,1996-07-01,0.007746,1442.93,0.000160,500,5025627358
1000500,1996-07-02,-0.003197,1438.32,0.000198,500,5008563139
1000500,1996-07-03,-0.001880,1435.61,0.000013,500,4999078111
1000500,1996-07-05,-0.022161,1403.80,0.000028,500,4888154871
1000500,1996-07-08,-0.007321,1393.52,0.000301,500,4850895627
1000500,1996-07-09,0.003583,1398.51,0.000095,500,4867814194
1000500,1996-07-10,0.001873,1401.13,0.000048,500,4876697891
1000500,1996-07-11,-0.015849,1378.93,0.000095,500,4798944688
1000500,1996-07-12,0.000612,1379.77,0.000000,500,4801879387
1000500,1996-07-15,-0.025043,1345.22,0.000002,500,4681618345
1000500,1996-07-16,-0.001604,1343.06,0.000000,500,4673109345
1000500,1996-07-17,0.008468,1354.43,0.000096,500,4712232681
1000500,1996-07-18,0.015164,1374.97,0.000093,500,4783254446
1000500,1996-07-19,-0.007395,1364.80,0.000002,500,4744268720
1000500,1996-07-22,-0.007563,1354.48,0.000000,500,4708832519
1000500,1996-07-23,-0.012385,1337.70,0.000015,500,4650444339
1000500,1996-07-24,0.001254,1339.38,0.000024,500,4656162100
1000500,1996-07-25,0.007412,1349.31,0.000004,500,4690653389
1000500,1996-07-26,0.007346,1359.22,0.000000,500,4729134875
1000500,1996-07-29,-0.007823,1348.59,0.000139,500,4691481886
1000500,1996-07-30,0.006570,1357.45,0.000046,500,4724420487
1000500,1996-07-31,0.007740,1367.95,0.000295,500,4761953990
1000500,1996-08-01,0.016443,1390.45,0.000206,500,4839273781
1000500,1996-08-02,0.018709,1416.46,0.000060,500,4929525068
1000500,1996-08-05,-0.002941,1412.30,0.000086,500,4914603960
1000500,1996-08-06,0.003141,1416.73,0.000024,500,4929923527
1000500,1996-08-07,0.002930,1420.88,0.000146,500,4943645810
1000500,1996-08-08,-0.001820,1418.30,0.000027,500,4934515544
1000500,1996-08-09,-0.002814,1414.31,0.000253,500,4919512939
1000500,1996-08-12,0.007682,1425.17,0.000052,500,4957049243
1000500,1996-08-13,-0.007923,1413.88,0.000274,500,4916416335
1000500,1996-08-14,0.002778,1417.81,0.000155,500,4929312944
1000500,1996-08-15,-0.000318,1417.36,0.000062,500,4927439367
1000500,1996-08-16,0.005287,1424.85,0.000119,500,4961848106
1000500,1996-08-19,0.002000,1427.70,0.000030,500,4972985011
1000500,1996-08-20,-0.001294,1425.85,0.000095,500,4966081312
1000500,1996-08-21,-0.000770,1424.75,0.000127,500,4961624215
1000500,1996-08-22,0.008337,1436.63,0.000028,500,5002850222
1000500,1996-08-23,-0.005241,1429.10,0.000037,500,4976444580
1000500,1996-08-26,-0.004641,1422.47,0.000003,500,4953334451
1000500,1996-08-27,0.003652,1427.66,0.000008,500,4971382455
1000500,1996-08-28,-0.001963,1424.86,0.000265,500,4960306889
1000500,1996-08-29,-0.011258,1408.82,0.000174,500,4905282515
1000500,1996-08-30,-0.007957,1397.61,0.000032,500,4865735200
1000500,1996-09-03,0.004159,1403.42,0.000004,500,4885955733
1000500,1996-09-04,0.001354,1405.32,0.000370,500,4890764377
1000500,1996-09-05,-0.009591,1391.85,0.000119,500,4843276018
1000500,1996-09-06,0.010550,1406.53,0.000081,500,4898153201
1000500,1996-09-09,0.011894,1423.26,0.000018,500,4956323054
1000500,1996-09-10,0.000339,1423.74,0.000128,500,4957366262
1000500,1996-09-11,0.004948,1430.78,0.000190,500,4980956503
1000500,1996-09-12,0.006268,1439.75,0.000330,500,5010535285
1000500,1996-09-13,0.014286,1460.32,0.000002,500,5082105252
1000500,1996-09-16,0.005359,1468.15,0.000120,500,5108731879
1000500,1996-09-17,-0.001925,1465.32,0.000000,500,5098896609
1000500,1996-09-18,-0.001601,1462.97,0.000042,500,5090518470
1000500,1996-09-19,0.002234,1466.24,0.000059,500,5101590001
1000500,1996-09-20,0.005499,1474.31,0.000003,500,5129630142
1000500,1996-09-23,-0.000724,1473.24,0.000027,500,5125776392
1000500,1996-09-24,-0.000921,1471.88,0.000000,500,5121057898
1000500,1996-09-25,0.000533,1472.67,0.000035,500,5123612769
1000500,1996-09-26,0.000462,1473.35,0.000326,500,5124309305
1000500,1996-09-27,0.000046,1473.41,0.000023,500,5123172330
1000500,1996-09-30,0.001808,1476.08,0.000000,500,5129829194
1000500,1996-10-01,0.002271,1479.43,0.000004,500,5146571051
1000500,1996-10-02,0.007309,1490.24,0.000167,500,5183315185
1000500,1996-10-03,-0.001877,1487.45,0.000010,500,5173530784
1000500,1996-10-04,0.012603,1506.19,0.000027,500,5238593480
1000500,1996-10-07,0.002813,1510.43,0.000044,500,5253097104
1000500,1996-10-08,-0.003816,1504.66,0.000233,500,5231827120
1000500,1996-10-09,-0.005383,1496.57,0.000154,500,5202862474
1000500,1996-10-10,-0.002917,1492.20,0.000085,500,5187242417
1000500,1996-10-11,0.008510,1504.90,0.000000,500,5231385409
1000500,1996-10-14,0.004801,1512.12,0.000000,500,5256502902
1000500,1996-10-15,-0.001667,1509.60,0.000009,500,5247694571
1000500,1996-10-16,0.002345,1513.14,0.000082,500,5259924358
1000500,1996-10-17,0.004013,1519.22,0.000074,500,5280644100
1000500,1996-10-18,0.004988,1526.79,0.000018,500,5306892467
1000500,1996-10-21,-0.001150,1525.04,0.000002,500,5300775812
1000500,1996-10-22,-0.004897,1517.57,0.000000,500,5274817719
1000500,1996-10-23,0.000964,1519.03,0.000038,500,5279705577
1000500,1996-10-24,-0.006714,1508.84,0.000004,500,5244239298
1000500,1996-10-25,-0.002133,1505.62,0.000000,500,5233548112
1000500,1996-10-28,-0.004728,1498.50,0.000000,500,5208802732
1000500,1996-10-29,0.005981,1507.46,0.000121,500,5239325531
1000500,1996-10-30,-0.000448,1506.79,0.000263,500,5242212994
1000500,1996-10-31,0.006335,1516.33,0.000098,500,5274840938
1000500,1996-11-01,-0.001942,1513.39,0.000130,500,5268884247
1000500,1996-11-04,0.004569,1520.30,0.000094,500,5285087072
1000500,1996-11-05,0.010536,1536.32,0.000001,500,5340764297
1000500,1996-11-06,0.015196,1559.67,0.000207,500,5420815356
1000500,1996-11-07,0.004170,1566.17,0.000206,500,5442303123
1000500,1996-11-08,0.004574,1573.33,0.000090,500,5466705677
1000500,1996-11-11,0.001399,1575.53,0.000000,500,5474354724
1000500,1996-11-12,-0.002923,1570.93,0.000120,500,5457695910
1000500,1996-11-13,0.002264,1574.48,0.000262,500,5468621652
1000500,1996-11-14,0.006708,1585.05,0.000130,500,5504593516
1000500,1996-11-15,0.002121,1588.41,0.000070,500,5515885829
1000500,1996-11-18,-0.000919,1586.95,0.000081,500,5510370057
1000500,1996-11-19,0.007482,1598.82,0.000016,500,5551512584
1000500,1996-11-20,0.002335,1602.56,0.000184,500,5563451992
1000500,1996-11-21,-0.001388,1600.33,0.000022,500,5555607612
1000500,1996-11-22,0.007868,1612.92,0.000017,500,5599226536
1000500,1996-11-25,0.011467,1631.42,0.000047,500,5663170801
1000500,1996-11-26,-0.001502,1628.97,0.000231,500,5653355452
1000500,1996-11-27,-0.000690,1627.84,0.000178,500,5648446995
1000500,1996-11-29,0.002829,1632.45,0.000040,500,5664657018
1000500,1996-12-02,-0.000577,1631.51,0.000019,500,5661281903
1000500,1996-12-03,-0.011431,1612.86,0.000016,500,5599815098
1000500,1996-12-04,-0.003407,1607.36,0.000270,500,5579225936
1000500,1996-12-05,-0.001080,1605.63,0.000116,500,5571819896
1000500,1996-12-06,-0.006604,1595.02,0.000077,500,5534593947
1000500,1996-12-09,0.014263,1617.77,0.000014,500,5612514051
1000500,1996-12-10,-0.003363,1612.33,0.000007,500,5593603452
1000500,1996-12-11,-0.008645,1598.39,0.000143,500,5544442567
1000500,1996-12-12,-0.015448,1573.70,0.000291,499,5456137619
1000500,1996-12-13,-0.000818,1572.41,0.000009,500,5451624296
1000500,1996-12-16,-0.010858,1555.34,0.000036,500,5392232464
1000500,1996-12-17,0.007073,1566.34,0.000003,500,5430354499
1000500,1996-12-18,0.007994,1578.86,0.000053,500,5473498885
1000500,1996-12-19,0.019131,1609.07,0.000039,500,5580873884
1000500,1996-12-20,0.004459,1616.24,0.000025,500,5605622292
1000500,1996-12-23,-0.002688,1611.90,0.000001,500,5590551420
1000500,1996-12-24,0.005454,1620.69,0.000041,500,5620811313
1000500,1996-12-26,0.006622,1631.42,0.000000,500,5658034508
1000500,1996-12-27,0.001493,1633.86,0.000447,500,5664090893
1000500,1996-12-30,-0.003958,1627.39,0.000019,500,5641560583
1000500,1996-12-31,-0.016762,1600.11,0.000110,500,5545322426
1000500,1997-01-02,-0.005307,1591.62,0.000056,500,5523624610
1000500,1997-01-03,0.014891,1615.32,0.000025,500,5605739435
1000500,1997-01-06,-0.000903,1613.86,0.000016,500,5600587918
1000500,1997-01-07,0.007812,1626.47,0.000064,500,5640232118
1000500,1997-01-08,-0.005811,1617.02,0.000271,500,5605930427
1000500,1997-01-09,0.008604,1630.93,0.000023,500,5654034416
1000500,1997-01-10,0.005982,1640.69,0.000000,500,5687858547
1000500,1997-01-13,0.000046,1640.77,0.000059,500,5687786554
1000500,1997-01-14,0.012499,1661.27,0.000005,500,5757212709
1000500,1997-01-15,-0.001711,1658.43,0.000015,500,5751870006
1000500,1997-01-16,0.003003,1663.41,0.000032,500,5768954382
1000500,1997-01-17,0.008003,1676.72,0.000044,500,5814869260
1000500,1997-01-20,0.001374,1679.03,0.000000,500,5822856285
1000500,1997-01-21,0.007097,1690.94,0.000002,500,5864170473
1000500,1997-01-22,0.005173,1699.69,0.000076,500,5894060224
1000500,1997-01-23,-0.011211,1680.63,0.000015,500,5827895017
1000500,1997-01-24,-0.009174,1665.22,0.000000,500,5774754415
1000500,1997-01-27,-0.006597,1654.23,0.000000,500,5736660829
1000500,1997-01-28,-0.000207,1653.89,0.000080,500,5736864860
1000500,1997-01-29,0.009966,1670.37,0.000193,500,5792934053
1000500,1997-01-30,0.014854,1695.18,0.000131,500,5878225082
1000500,1997-01-31,0.003232,1700.66,0.000001,500,5921447965
1000500,1997-02-03,0.000347,1701.25,0.000097,500,5922927813
1000500,1997-02-04,0.003488,1707.19,0.000077,500,5943130594
1000500,1997-02-05,-0.013973,1683.33,0.000170,500,5859074532
1000500,1997-02-06,0.002705,1687.89,0.000320,500,5873048508
1000500,1997-02-07,0.011991,1708.13,0.000013,500,5943396316
1000500,1997-02-10,-0.005542,1698.66,0.000040,500,5910218032
1000500,1997-02-11,0.006103,1709.03,0.000003,500,5946270500
1000500,1997-02-12,0.016614,1737.42,0.000275,500,6043426108
1000500,1997-02-13,0.010983,1756.50,0.000115,500,6109105580
1000500,1997-02-14,-0.003426,1750.48,0.000033,500,6088354076
1000500,1997-02-18,0.009998,1767.98,0.000204,500,6147982541
1000500,1997-02-19,-0.004696,1759.68,0.000106,500,6118457403
1000500,1997-02-20,-0.011999,1738.57,0.000050,500,6044736874
1000500,1997-02-21,-0.001428,1736.08,0.000019,500,6035989635
1000500,1997-02-24,0.010878,1754.97,0.000006,500,6101613903
1000500,1997-02-25,0.002253,1758.92,0.000008,500,6115311549
1000500,1997-02-26,-0.007917,1745.00,0.000181,500,6065788625
1000500,1997-02-27,-0.013191,1721.98,0.000186,500,5984648899
1000500,1997-02-28,-0.004736,1713.82,0.000025,500,5957281534
1000500,1997-03-03,0.005561,1723.35,0.000010,500,5990353010
1000500,1997-03-04,-0.005593,1713.72,0.000147,500,5955971795
1000500,1997-03-05,0.014261,1738.16,0.000339,500,6038888564
1000500,1997-03-06,-0.004044,1731.13,0.000122,500,6013728264
1000500,1997-03-07,0.008142,1745.22,0.000007,500,6062649245
1000500,1997-03-10,0.010683,1763.87,0.000019,500,6127300301
1000500,1997-03-11,-0.002682,1759.14,0.000018,500,6110758439
1000500,1997-03-12,-0.008284,1744.56,0.000232,500,6058719072
1000500,1997-03-13,-0.017862,1713.40,0.000198,500,5949297070
1000500,1997-03-14,0.004449,1721.02,0.000008,500,5975717559
1000500,1997-03-17,0.002800,1725.84,0.000045,500,5992180878
1000500,1997-03-18,-0.007690,1712.57,0.000016,500,5946003478
1000500,1997-03-19,-0.004949,1704.10,0.000014,500,5916492162
1000500,1997-03-20,-0.003879,1697.49,0.000053,500,5893228295
1000500,1997-03-21,0.001831,1700.59,0.000010,500,5903956958
1000500,1997-03-24,0.008914,1715.75,0.000021,500,5956461445
1000500,1997-03-25,-0.001976,1712.36,0.000095,500,5944126687
1000500,1997-03-26,0.001856,1715.54,0.000243,500,5953710563
1000500,1997-03-27,-0.021433,1678.77,0.000012,500,5827685082
1000500,1997-03-31,-0.021760,1642.24,0.000000,500,5703113550
1000500,1997-04-01,0.003666,1648.26,0.000002,500,5713557438
1000500,1997-04-02,-0.012533,1627.60,0.000182,500,5640911967
1000500,1997-04-03,0.000373,1628.21,0.000008,500,5642970562
1000500,1997-04-04,0.010721,1645.67,0.000024,500,5703334299
1000500,1997-04-07,0.005906,1655.39,0.000011,500,5736959421
1000500,1997-04-08,0.005261,1664.10,0.000298,500,5765434355
1000500,1997-04-09,-0.007438,1651.72,0.000057,500,5722224184
1000500,1997-04-10,-0.003202,1646.43,0.000026,500,5703756517
1000500,1997-04-11,-0.027126,1601.77,0.000065,500,5548667652
1000500,1997-04-14,0.008161,1614.84,0.000002,500,5593941188
1000500,1997-04-15,0.014768,1638.69,0.000000,500,5676553528
1000500,1997-04-16,0.011820,1658.06,0.000072,500,5743246068
1000500,1997-04-17,-0.002111,1654.56,0.000037,500,5730910989
1000500,1997-04-18,0.005845,1664.23,0.000000,500,5764408150
1000500,1997-04-21,-0.007731,1651.37,0.000002,500,5719834712
1000500,1997-04-22,0.018836,1682.47,0.000000,500,5827575007
1000500,1997-04-23,-0.001112,1680.60,0.000050,500,5820799796
1000500,1997-04-24,-0.003142,1675.32,0.000017,500,5802407136
1000500,1997-04-25,-0.007681,1662.45,0.000000,500,5758064903
1000500,1997-04-28,0.010222,1679.45,0.000130,499,5815009087
1000500,1997-04-29,0.027136,1725.02,0.000045,499,5973575363
1000500,1997-04-30,0.009475,1741.36,0.000211,500,6032151466
1000500,1997-05-01,-0.003295,1735.63,0.000140,500,6009712289
1000500,1997-05-02,0.018090,1767.02,0.000003,500,6117920777
1000500,1997-05-05,0.021260,1804.59,0.000068,500,6247573638
1000500,1997-05-06,-0.002807,1799.52,0.000083,500,6232836858
1000500,1997-05-07,-0.014048,1774.24,0.000150,500,6144346431
1000500,1997-05-08,0.005207,1783.48,0.000023,500,6176203764
1000500,1997-05-09,0.006187,1794.52,0.000269,500,6212795163
1000500,1997-05-12,0.015315,1822.00,0.000040,500,6307693834
1000500,1997-05-13,-0.005176,1812.57,0.000179,500,6273914502
1000500,1997-05-14,0.003793,1819.45,0.000148,500,6296782633
1000500,1997-05-15,0.006733,1831.70,0.000150,500,6338234463
1000500,1997-05-16,-0.013534,1806.91,0.000182,500,6251296013
